product_id,product_name,brand_id,category_id,model_year,list_price,prod_cost,brand_name,category_name,store_id,quantity,store_name,phone,email,street,city,state,zip_code
41,Haro Shift R3 - 2017,2,6,2017,1469.99,953.870778039,Haro,Mountain Bikes,3,25,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
42,Trek Fuel EX 5 27.5 Plus - 2017,9,6,2017,2299.99,1520.2710800969996,Trek,Mountain Bikes,1,0,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
42,Trek Fuel EX 5 27.5 Plus - 2017,9,6,2017,2299.99,1520.2710800969996,Trek,Mountain Bikes,2,16,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
42,Trek Fuel EX 5 27.5 Plus - 2017,9,6,2017,2299.99,1520.2710800969996,Trek,Mountain Bikes,3,9,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
43,Trek Fuel EX 9.8 27.5 Plus - 2017,9,6,2017,5299.99,3503.241980096999,Trek,Mountain Bikes,1,2,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
43,Trek Fuel EX 9.8 27.5 Plus - 2017,9,6,2017,5299.99,3503.241980096999,Trek,Mountain Bikes,2,2,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
43,Trek Fuel EX 9.8 27.5 Plus - 2017,9,6,2017,5299.99,3503.241980096999,Trek,Mountain Bikes,3,26,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
44,Haro SR 1.1 - 2017,2,6,2017,539.99,350.397405039,Haro,Mountain Bikes,1,1,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
44,Haro SR 1.1 - 2017,2,6,2017,539.99,350.397405039,Haro,Mountain Bikes,2,24,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
44,Haro SR 1.1 - 2017,2,6,2017,539.99,350.397405039,Haro,Mountain Bikes,3,26,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
45,Haro SR 1.2 - 2017,2,6,2017,869.99,564.533118039,Haro,Mountain Bikes,1,15,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
45,Haro SR 1.2 - 2017,2,6,2017,869.99,564.533118039,Haro,Mountain Bikes,2,13,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
45,Haro SR 1.2 - 2017,2,6,2017,869.99,564.533118039,Haro,Mountain Bikes,3,1,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
46,Haro SR 1.3 - 2017,2,6,2017,1409.99,914.937012039,Haro,Mountain Bikes,1,19,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
46,Haro SR 1.3 - 2017,2,6,2017,1409.99,914.937012039,Haro,Mountain Bikes,2,18,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
46,Haro SR 1.3 - 2017,2,6,2017,1409.99,914.937012039,Haro,Mountain Bikes,3,16,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
47,Trek Remedy 9.8 - 2017,9,6,2017,5299.99,3503.241980096999,Trek,Mountain Bikes,1,21,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
47,Trek Remedy 9.8 - 2017,9,6,2017,5299.99,3503.241980096999,Trek,Mountain Bikes,2,0,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
47,Trek Remedy 9.8 - 2017,9,6,2017,5299.99,3503.241980096999,Trek,Mountain Bikes,3,14,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
48,Trek Emonda S 4 - 2017,9,7,2017,1499.99,991.4788400969999,Trek,Road Bikes,1,5,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
48,Trek Emonda S 4 - 2017,9,7,2017,1499.99,991.4788400969999,Trek,Road Bikes,2,20,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
48,Trek Emonda S 4 - 2017,9,7,2017,1499.99,991.4788400969999,Trek,Road Bikes,3,2,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
49,Trek Domane SL 6 - 2017,9,7,2017,3499.99,2313.4594400969995,Trek,Road Bikes,1,8,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
49,Trek Domane SL 6 - 2017,9,7,2017,3499.99,2313.4594400969995,Trek,Road Bikes,2,4,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
49,Trek Domane SL 6 - 2017,9,7,2017,3499.99,2313.4594400969995,Trek,Road Bikes,3,4,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
50,Trek Silque SLR 7 Women's - 2017,9,7,2017,5999.99,3965.9351900969996,Trek,Road Bikes,1,29,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
50,Trek Silque SLR 7 Women's - 2017,9,7,2017,5999.99,3965.9351900969996,Trek,Road Bikes,2,7,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
50,Trek Silque SLR 7 Women's - 2017,9,7,2017,5999.99,3965.9351900969996,Trek,Road Bikes,3,25,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
51,Trek Silque SLR 8 Women's - 2017,9,7,2017,6499.99,4296.430340096999,Trek,Road Bikes,1,2,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
51,Trek Silque SLR 8 Women's - 2017,9,7,2017,6499.99,4296.430340096999,Trek,Road Bikes,2,8,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
51,Trek Silque SLR 8 Women's - 2017,9,7,2017,6499.99,4296.430340096999,Trek,Road Bikes,3,2,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
52,Surly Steamroller - 2017,8,7,2017,875.99,799.0540145547,Surly,Road Bikes,1,18,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
52,Surly Steamroller - 2017,8,7,2017,875.99,799.0540145547,Surly,Road Bikes,2,23,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
52,Surly Steamroller - 2017,8,7,2017,875.99,799.0540145547,Surly,Road Bikes,3,8,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
53,Surly Ogre Frameset - 2017,8,7,2017,749.99,684.1202757747,Surly,Road Bikes,1,17,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
53,Surly Ogre Frameset - 2017,8,7,2017,749.99,684.1202757747,Surly,Road Bikes,2,19,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
53,Surly Ogre Frameset - 2017,8,7,2017,749.99,684.1202757747,Surly,Road Bikes,3,6,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
54,Trek Domane SL Disc Frameset - 2017,9,7,2017,3199.99,2115.1623500969995,Trek,Road Bikes,1,11,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
54,Trek Domane SL Disc Frameset - 2017,9,7,2017,3199.99,2115.1623500969995,Trek,Road Bikes,2,6,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
54,Trek Domane SL Disc Frameset - 2017,9,7,2017,3199.99,2115.1623500969995,Trek,Road Bikes,3,13,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
55,Trek Domane S 6 - 2017,9,7,2017,2699.99,1784.6672000969997,Trek,Road Bikes,1,11,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
55,Trek Domane S 6 - 2017,9,7,2017,2699.99,1784.6672000969997,Trek,Road Bikes,2,5,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
55,Trek Domane S 6 - 2017,9,7,2017,2699.99,1784.6672000969997,Trek,Road Bikes,3,5,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
56,Trek Domane SLR 6 Disc - 2017,9,7,2017,5499.99,3635.4400400969994,Trek,Road Bikes,1,15,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
56,Trek Domane SLR 6 Disc - 2017,9,7,2017,5499.99,3635.4400400969994,Trek,Road Bikes,2,20,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
56,Trek Domane SLR 6 Disc - 2017,9,7,2017,5499.99,3635.4400400969994,Trek,Road Bikes,3,19,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
57,Trek Emonda S 5 - 2017,9,7,2017,1999.99,1321.9739900969998,Trek,Road Bikes,1,1,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
57,Trek Emonda S 5 - 2017,9,7,2017,1999.99,1321.9739900969998,Trek,Road Bikes,2,27,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
57,Trek Emonda S 5 - 2017,9,7,2017,1999.99,1321.9739900969998,Trek,Road Bikes,3,9,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
58,Trek Madone 9.2 - 2017,9,7,2017,4999.99,3304.9448900969996,Trek,Road Bikes,1,1,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
58,Trek Madone 9.2 - 2017,9,7,2017,4999.99,3304.9448900969996,Trek,Road Bikes,2,15,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
58,Trek Madone 9.2 - 2017,9,7,2017,4999.99,3304.9448900969996,Trek,Road Bikes,3,27,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
59,Trek Domane S 5 Disc - 2017,9,7,2017,2599.99,1718.5681700969997,Trek,Road Bikes,1,22,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
59,Trek Domane S 5 Disc - 2017,9,7,2017,2599.99,1718.5681700969997,Trek,Road Bikes,2,17,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
59,Trek Domane S 5 Disc - 2017,9,7,2017,2599.99,1718.5681700969997,Trek,Road Bikes,3,0,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
60,Sun Bicycles ElectroLite - 2017,7,5,2017,1559.99,918.5051081090002,Sun Bicycles,Electric Bikes,1,19,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
60,Sun Bicycles ElectroLite - 2017,7,5,2017,1559.99,918.5051081090002,Sun Bicycles,Electric Bikes,2,1,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
60,Sun Bicycles ElectroLite - 2017,7,5,2017,1559.99,918.5051081090002,Sun Bicycles,Electric Bikes,3,7,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
61,Trek Powerfly 8 FS Plus - 2017,9,5,2017,4999.99,3304.9448900969996,Trek,Electric Bikes,1,30,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
61,Trek Powerfly 8 FS Plus - 2017,9,5,2017,4999.99,3304.9448900969996,Trek,Electric Bikes,2,20,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
61,Trek Powerfly 8 FS Plus - 2017,9,5,2017,4999.99,3304.9448900969996,Trek,Electric Bikes,3,28,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
62,Trek Boone 7 - 2017,9,4,2017,3499.99,2313.4594400969995,Trek,Cyclocross Bicycles,1,21,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
62,Trek Boone 7 - 2017,9,4,2017,3499.99,2313.4594400969995,Trek,Cyclocross Bicycles,2,4,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
62,Trek Boone 7 - 2017,9,4,2017,3499.99,2313.4594400969995,Trek,Cyclocross Bicycles,3,4,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
63,Trek Boone Race Shop Limited - 2017,9,4,2017,3499.99,2313.4594400969995,Trek,Cyclocross Bicycles,1,4,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
63,Trek Boone Race Shop Limited - 2017,9,4,2017,3499.99,2313.4594400969995,Trek,Cyclocross Bicycles,2,5,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
63,Trek Boone Race Shop Limited - 2017,9,4,2017,3499.99,2313.4594400969995,Trek,Cyclocross Bicycles,3,8,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
64,Electra Townie Original 7D - 2017,1,3,2017,489.99,343.356915573,Electra,Cruisers Bicycles,1,30,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
64,Electra Townie Original 7D - 2017,1,3,2017,489.99,343.356915573,Electra,Cruisers Bicycles,2,30,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
64,Electra Townie Original 7D - 2017,1,3,2017,489.99,343.356915573,Electra,Cruisers Bicycles,3,22,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
65,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99,204.30392980900004,Sun Bicycles,Cruisers Bicycles,1,10,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
65,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99,204.30392980900004,Sun Bicycles,Cruisers Bicycles,2,16,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
65,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99,204.30392980900004,Sun Bicycles,Cruisers Bicycles,3,1,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
66,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99,147.78017620900002,Sun Bicycles,Cruisers Bicycles,1,12,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
66,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99,147.78017620900002,Sun Bicycles,Cruisers Bicycles,2,22,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
66,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99,147.78017620900002,Sun Bicycles,Cruisers Bicycles,3,3,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
67,Sun Bicycles Revolutions 24 - Girl's - 2017,7,3,2017,250.99,147.78017620900002,Sun Bicycles,Cruisers Bicycles,1,19,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
67,Sun Bicycles Revolutions 24 - Girl's - 2017,7,3,2017,250.99,147.78017620900002,Sun Bicycles,Cruisers Bicycles,2,8,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
67,Sun Bicycles Revolutions 24 - Girl's - 2017,7,3,2017,250.99,147.78017620900002,Sun Bicycles,Cruisers Bicycles,3,6,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
68,Sun Bicycles Cruz 3 - 2017,7,3,2017,449.99,264.94920710900004,Sun Bicycles,Cruisers Bicycles,1,30,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
68,Sun Bicycles Cruz 3 - 2017,7,3,2017,449.99,264.94920710900004,Sun Bicycles,Cruisers Bicycles,2,23,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
68,Sun Bicycles Cruz 3 - 2017,7,3,2017,449.99,264.94920710900004,Sun Bicycles,Cruisers Bicycles,3,18,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
69,Sun Bicycles Cruz 7 - 2017,7,3,2017,416.99,245.51916680900004,Sun Bicycles,Cruisers Bicycles,1,4,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
69,Sun Bicycles Cruz 7 - 2017,7,3,2017,416.99,245.51916680900004,Sun Bicycles,Cruisers Bicycles,2,22,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
69,Sun Bicycles Cruz 7 - 2017,7,3,2017,416.99,245.51916680900004,Sun Bicycles,Cruisers Bicycles,3,29,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
70,Electra Amsterdam Original 3i - 2015/2017,1,3,2017,659.99,462.483174573,Electra,Cruisers Bicycles,1,3,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
70,Electra Amsterdam Original 3i - 2015/2017,1,3,2017,659.99,462.483174573,Electra,Cruisers Bicycles,2,6,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
70,Electra Amsterdam Original 3i - 2015/2017,1,3,2017,659.99,462.483174573,Electra,Cruisers Bicycles,3,2,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
71,Sun Bicycles Atlas X-Type - 2017,7,3,2017,416.99,245.51916680900004,Sun Bicycles,Cruisers Bicycles,1,25,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
71,Sun Bicycles Atlas X-Type - 2017,7,3,2017,416.99,245.51916680900004,Sun Bicycles,Cruisers Bicycles,2,30,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
71,Sun Bicycles Atlas X-Type - 2017,7,3,2017,416.99,245.51916680900004,Sun Bicycles,Cruisers Bicycles,3,13,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
72,Sun Bicycles Biscayne Tandem 7 - 2017,7,3,2017,619.99,365.04335410900006,Sun Bicycles,Cruisers Bicycles,1,9,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
72,Sun Bicycles Biscayne Tandem 7 - 2017,7,3,2017,619.99,365.04335410900006,Sun Bicycles,Cruisers Bicycles,2,1,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
72,Sun Bicycles Biscayne Tandem 7 - 2017,7,3,2017,619.99,365.04335410900006,Sun Bicycles,Cruisers Bicycles,3,6,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
73,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,441.58593710900004,Sun Bicycles,Cruisers Bicycles,1,7,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
73,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,441.58593710900004,Sun Bicycles,Cruisers Bicycles,2,20,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
73,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,441.58593710900004,Sun Bicycles,Cruisers Bicycles,3,3,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
74,Electra Cruiser Lux 1 - 2017,1,3,2017,439.99,308.319780573,Electra,Cruisers Bicycles,1,9,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
74,Electra Cruiser Lux 1 - 2017,1,3,2017,439.99,308.319780573,Electra,Cruisers Bicycles,2,23,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
74,Electra Cruiser Lux 1 - 2017,1,3,2017,439.99,308.319780573,Electra,Cruisers Bicycles,3,17,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1,3,2017,599.99,420.43861257299994,Electra,Cruisers Bicycles,1,23,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1,3,2017,599.99,420.43861257299994,Electra,Cruisers Bicycles,2,11,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1,3,2017,599.99,420.43861257299994,Electra,Cruisers Bicycles,3,29,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
76,"Electra Girl's Hawaii 1 16"" - 2017",1,3,2017,299.99,210.215802573,Electra,Cruisers Bicycles,1,15,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
76,"Electra Girl's Hawaii 1 16"" - 2017",1,3,2017,299.99,210.215802573,Electra,Cruisers Bicycles,2,20,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
76,"Electra Girl's Hawaii 1 16"" - 2017",1,3,2017,299.99,210.215802573,Electra,Cruisers Bicycles,3,23,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
77,Electra Glam Punk 3i Ladies' - 2017,1,3,2017,799.99,560.5871525729999,Electra,Cruisers Bicycles,1,16,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
77,Electra Glam Punk 3i Ladies' - 2017,1,3,2017,799.99,560.5871525729999,Electra,Cruisers Bicycles,2,25,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
77,Electra Glam Punk 3i Ladies' - 2017,1,3,2017,799.99,560.5871525729999,Electra,Cruisers Bicycles,3,23,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
78,Sun Bicycles Biscayne Tandem CB - 2017,7,3,2017,647.99,381.52944890900005,Sun Bicycles,Cruisers Bicycles,1,13,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
78,Sun Bicycles Biscayne Tandem CB - 2017,7,3,2017,647.99,381.52944890900005,Sun Bicycles,Cruisers Bicycles,2,4,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
78,Sun Bicycles Biscayne Tandem CB - 2017,7,3,2017,647.99,381.52944890900005,Sun Bicycles,Cruisers Bicycles,3,19,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,7,3,2017,402.99,237.27611940900005,Sun Bicycles,Cruisers Bicycles,1,13,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,7,3,2017,402.99,237.27611940900005,Sun Bicycles,Cruisers Bicycles,2,29,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,7,3,2017,402.99,237.27611940900005,Sun Bicycles,Cruisers Bicycles,3,29,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
80,Sun Bicycles Brickell Tandem CB - 2017,7,3,2017,761.99,448.65140630900004,Sun Bicycles,Cruisers Bicycles,1,11,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
80,Sun Bicycles Brickell Tandem CB - 2017,7,3,2017,761.99,448.65140630900004,Sun Bicycles,Cruisers Bicycles,2,27,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
80,Sun Bicycles Brickell Tandem CB - 2017,7,3,2017,761.99,448.65140630900004,Sun Bicycles,Cruisers Bicycles,3,22,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
81,Electra Amsterdam Fashion 7i Ladies' - 2017,1,3,2017,1099.99,770.8099625729999,Electra,Cruisers Bicycles,1,25,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
81,Electra Amsterdam Fashion 7i Ladies' - 2017,1,3,2017,1099.99,770.8099625729999,Electra,Cruisers Bicycles,2,19,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
